house_id,x1,y1,x2,y2,x3,y3,x4,y4
45,51.3134896609,72.528055901,52.3340692621,72.8106747633,52.7412419087,73.6352071913,51.2695705529,73.9343763168
46,110.514216069,144.54588706,111.566940834,144.92456972,111.068003846,145.476434719,110.246662426,145.531539207
47,106.147535682,75.8909089978,107.440508781,75.862561347,107.918302075,76.3504391165,106.709138759,76.9259619368
48,73.92821209,19.0411824679,74.3554841418,19.8100384857,74.3360150599,20.0576752679,73.8592967528,20.2898723157
49,24.4850930653,80.8422926091,25.052733724,80.5830913897,25.4848970396,81.4571684362,24.8927277264,81.4319453288
50,9.72912242569,139.909034966,10.8873201578,139.857293109,10.3914874818,140.064105696,9.89845555397,140.488998072
51,126.023380328,120.97007727,127.31698984,120.826091724,127.783036682,121.52247399,126.761839554,121.450427071
52,125.548566986,22.0763421272,126.01075469,22.8016679384,126.434020379,23.7046361097,125.444231442,23.8753737096
53,41.9882553769,73.812715734,42.7110812798,73.7166887237,42.9019233123,74.0400097562,41.9624439114,74.9546160785
54,117.335346285,147.44591156,118.407417526,147.253244509,118.68408086,148.969415704,117.955041747,148.608868742
55,0.553381921564,8.73817234639,1.77016441811,8.57121014064,1.31738063103,9.33521482065,0.486051128943,9.22831778048
56,146.809303299,18.5913074173,147.537091228,18.6307245767,147.518105891,19.6349651178,146.156694273,19.4387083081
57,50.4378925761,22.162775516,51.7008491233,22.2940875642,51.6272908905,23.0236634553,50.5700335656,23.2561271297
58,30.9313654258,77.1154224509,31.2840314108,77.4959890606,31.4006124627,78.3272973814,30.0116763527,78.6069958276
59,101.413025837,41.7340616058,102.982578163,41.9654615754,102.209014391,42.7616454643,101.503774937,42.2595921014
60,76.0367863864,53.1762927931,77.7042002548,53.7360462144,77.2663648043,54.5094889293,76.7482700446,54.6618289693
61,44.6141918269,137.40378741,45.3381677749,137.102718619,45.45891694,138.12372436,44.3102234817,138.678656399
62,100.767647145,111.929332562,101.135669831,111.448004745,101.818415926,112.59599088,100.562609571,112.338888894
63,99.6031207544,133.014296423,100.03298237,133.013059131,100.253688221,134.140054167,99.4446860482,134.311304748
64,41.5921330071,58.9139053453,42.2312545461,58.1965018302,42.1747345669,59.397767307,41.1249325452,59.9295099204
65,4.08361724742,93.1999090099,5.2051248266,93.2240616309,5.52876184625,94.5451383355,4.87181244465,94.668600502
66,86.3171021524,53.1514392428,87.2540024203,53.9458472862,87.9617400404,54.7459749067,86.7357751259,54.347249338
67,84.601751207,10.8331838711,85.6524401498,10.0662762573,85.5989721508,11.6648977632,84.0565955352,11.4322467126
68,19.7862437486,119.6862697,20.345904426,119.689463895,20.6466523368,120.904808728,19.1420204822,120.440998159
69,59.5939500291,94.5972793933,60.6323779569,94.0206834903,60.6540986116,95.3528182839,59.4713037523,95.5046509022
70,72.5429851727,57.7647186964,73.8068676988,57.5857768581,73.8860702664,58.668201698,72.0360952836,58.1149280503
71,132.828131888,137.777829724,133.180953305,137.63081883,133.966494826,138.268489696,132.799803264,138.410391516
72,24.1433956214,101.08092022,25.8155071426,101.66094541,25.0694153962,102.357917562,24.7285673567,102.398774013
73,148.581845987,13.0648443643,149.011696397,13.7397723237,149.869150715,14.3116437493,148.12657908,14.6584022591
74,123.555716121,99.4715121321,124.569190828,99.0468760526,124.176410116,100.411917081,123.299716793,100.668495162
75,106.968499258,144.712985246,107.82281167,144.001735653,107.24358376,145.120147603,106.965089643,145.67939354
76,50.8501433311,44.4544933984,51.5575815111,44.3410652307,51.0014707136,45.110283338,50.5226594806,45.2460091171
77,69.1299760835,66.0392997328,70.1075532507,66.4731507751,70.7116017302,67.29058961,69.9520964965,67.1287080308
78,52.992379266,142.439975454,53.244761981,142.376423643,53.0711239575,143.534142091,52.9917228259,143.176920594
79,96.9216781216,138.935675342,97.5554133716,138.47906789,97.9240156173,139.21509964,96.4581526604,139.189927859
80,115.88292791,23.9867843677,116.897285669,23.509103791,116.286773465,24.0513686453,115.784510737,24.1342539193
81,133.400487295,36.4220498486,134.427812207,36.0267958541,134.056062952,37.9003214624,133.610234454,37.7162633314
82,42.1729645921,118.925738189,43.0421805768,118.512782241,43.0380320593,119.579407355,42.1821644581,119.333910345
83,126.434020379,23.7046361097,127.275223668,23.9052496785,127.869759239,24.9520986175,126.857499022,24.6481161571
84,102.702029809,84.9123613248,103.194652743,84.2928125504,103.907393909,85.9647390774,102.521691752,85.6149831984
85,11.4200179783,142.881004917,12.5141415867,142.479183132,12.453934214,143.606879198,11.8841819322,143.118917418
86,89.2066157371,135.080196485,90.3335558748,135.21600521,90.9428323329,136.92935968,89.093626591,136.819107896
87,6.22737389228,38.8624454567,7.56014422568,38.134070141,7.98670998485,39.087092867,6.43189767071,39.0205397445
88,132.257132399,71.8126446602,133.05074241,71.4118988184,133.459084759,72.3670826314,132.169884867,72.2712570465
89,147.500212448,31.7158486402,148.020714002,31.340026537,148.529475684,32.5254321167,147.594685944,32.6981383332
90,10.8581878775,30.5797394867,11.2441628405,30.557087299,11.3996568273,31.2801452214,10.6355495916,31.4572326371
91,88.3292402418,124.374886739,89.699932893,124.396590835,89.590344316,125.685996593,88.4061020271,125.308417872
92,104.966433479,119.583829755,105.909728854,119.802781635,105.274994591,120.426916959,104.679253635,120.170393845
93,61.2301908339,82.4034890112,62.4241077841,82.5046314502,62.2962309433,83.8797016466,61.4982308581,83.2490865867
94,9.50078329114,59.1375820799,10.7062734091,59.8226170155,10.0445557586,60.7294260852,9.25368127936,60.1714817865
95,74.2553424234,135.341340805,75.3918456913,135.682125135,75.9819053531,136.765157682,74.3099262918,136.442999264
96,87.5795324763,63.9812310923,88.1932500595,63.741263314,88.9751483878,64.8831412886,87.7016721138,64.7077069947
97,143.364496393,47.1459526766,144.65323613,47.1750205534,144.999855687,48.4056015181,143.026122762,48.9189436775
98,33.8262119521,74.4819001689,34.7079237225,74.0501461067,34.7194344353,75.0911387216,33.6318066624,75.9180144975
99,61.7530944392,79.0134549198,62.092276936,79.2194440216,62.1826493799,80.3112573191,61.1294948195,80.5420476494
100,108.781877022,33.2379353248,109.6962248,33.5621455506,109.646810309,34.817993507,108.195135217,34.3198067883
101,114.297581696,129.691742971,115.174198508,129.634467583,115.084490008,130.377707733,114.226240298,130.188771928
102,117.92731595,144.613577124,118.516438393,144.499450195,118.478067798,145.954667765,117.525960006,145.054546884
103,36.8407358147,63.6865619477,37.3124569583,63.1311164753,37.9147110307,64.4850598767,36.2046951741,64.9387603687
104,7.40092554989,26.2092881543,8.8988543055,26.616531082,8.87299027895,27.338026538,7.56726780817,27.0846200643
105,144.769826372,22.163760747,145.884924513,22.5060050539,145.145072886,23.8534366944,144.499522158,23.5390902894
106,104.277625106,98.8379930934,105.750538598,98.7448791,105.374162619,99.8806434772,104.765006241,99.9633957892
107,24.360578298,34.7774836582,25.8507234396,34.5666943683,25.0747466199,35.6972987091,24.7356433173,35.5159335515
108,56.2443414211,72.6807292268,57.311461673,72.1114661759,57.8266606408,73.2749283222,56.7332344924,73.2325936193
109,54.4343736689,17.1368126546,55.6931031157,17.5447361626,55.3085137466,18.266794155,54.7079873217,18.5172513885
110,106.647979698,16.9183267755,107.458332142,16.3612985251,107.77432305,17.4377320837,106.072537945,17.1847085835
111,61.6387269992,118.181552096,62.654663447,118.760013469,62.2730903549,119.611801667,61.2448275688,119.911651149
112,37.5971303205,101.813376894,38.8074289279,101.33083129,38.1816963466,102.768963919,37.385130077,102.545161117
113,134.729066097,98.3427128522,135.62906376,98.4578689063,135.203866792,99.1298441135,134.906935058,99.0578164542
114,28.2000554665,6.69145022864,29.0221026765,6.63733724451,29.7607726459,7.61383744646,28.3207621772,7.13240868836
115,50.3118882367,78.0576447997,51.4130936031,78.6580632707,51.9459808327,79.9174700921,50.5146441747,79.5444445757
116,145.628004854,68.5690319915,146.232945915,68.0303746279,146.196187807,69.2214241106,145.346957715,69.6429665611
117,94.5789735744,131.042630969,95.6000891813,131.871078319,95.6177404055,132.866706088,94.7158341856,132.769323035
118,30.4888119572,144.282327759,31.6782305341,144.941570093,31.1176889767,145.549126629,30.4494787822,145.575194318
119,93.522682316,48.5078170361,94.4583315901,48.9405636957,94.0119918275,49.1818623573,93.2486888236,49.0686308728
120,84.9866769315,35.1486164326,85.1096963272,35.6028305255,85.1975282041,36.2993283063,84.8445679984,36.4932253562
121,124.571113811,36.9864554723,125.256916627,36.102010707,125.898880738,37.3979303746,124.005481377,37.3688911211
122,34.7535190388,3.17544703033,35.6107913571,3.64762538225,35.9534221979,4.03513954219,34.226228832,4.18302789922
123,145.884924513,22.5060050539,146.742382709,22.1142190483,146.58234626,23.4044455679,145.145072886,23.8534366944
124,79.5891306599,7.35094991959,80.7330278352,7.31542221732,80.9075843244,8.3415251282,79.0491404392,8.84237069298
125,101.87735311,91.7317125001,102.078237749,91.8903088498,102.049325175,92.6041674127,101.182350105,92.9939471889
126,74.2782053758,112.152365689,75.087905318,112.583065503,75.2066706717,113.480731388,74.9975421634,113.667080586
127,115.584109508,109.803404714,116.506384691,109.719646898,116.227298114,110.315754173,115.008820982,110.407926936
128,57.4644928645,14.0472371542,58.1094762881,14.2505314506,58.4388863946,15.1370013102,57.719837949,15.7056340974
129,146.218268464,59.707604177,147.885076664,59.5970454548,147.260410197,60.5861176946,146.920016007,60.1378853937
130,13.5408258947,115.462555661,14.1715953714,115.937462146,14.9802548189,116.144639563,13.5705011409,116.244780455
131,26.0821400616,33.0970960484,27.7058409476,33.2953683738,27.3131618656,34.0166145677,26.1327505841,34.0630515631
132,135.598343872,121.980653792,136.083490571,121.857375905,136.036252822,122.77267284,135.232617422,122.893703273
133,141.172031245,88.4283895181,142.207804609,88.6332639335,142.641152941,89.0223042906,141.933037671,89.6594495031
134,59.6927552459,119.711997425,60.8402387696,119.073619515,60.2501425928,120.076002235,59.4783174493,120.149211159
135,124.040675934,42.1568079927,125.081472215,42.1232143307,125.824272672,43.9973511472,124.036679504,43.0863797691
136,49.2646624348,125.506778862,50.76842878,125.416688873,50.5973507273,126.662091948,49.6397043507,126.510671713
137,145.181303937,45.1753130987,146.417523047,45.379593708,146.033162046,46.5570913811,145.73267277,46.7527055366
138,75.9004397705,83.950335616,76.4179274701,83.7033057741,76.520064661,84.8313860821,75.7561528792,84.9405574891
139,51.67870584,127.102708367,52.379276167,127.779589522,52.9710461172,128.174718561,51.8569354766,128.525691503
140,30.0761710299,138.833458141,31.9198280006,138.830915939,31.9255705104,139.54774717,30.0940799858,139.454353332
141,4.83096054684,6.68096073957,5.40331619557,6.47551237893,5.67135915419,7.68618603168,4.41273884182,7.5910211925
142,35.109567396,66.2364814775,36.0728275879,66.9576964366,36.206211515,67.2943924526,35.008548571,67.6589113422
143,130.79888503,138.102605454,131.501635399,138.898067987,131.574528877,139.957045997,130.72725565,139.409910964
144,85.2477033399,34.7988834174,86.0093863681,34.5591763749,86.6048555232,35.4440332507,85.1096963272,35.6028305255
145,51.8377415543,114.817766029,52.230686133,114.85974137,52.1876703671,115.968714461,51.1525014746,115.436447917
146,130.816182466,6.83457404982,131.436771632,6.0316133267,131.337767267,7.45980105087,130.785097131,7.54750155232
147,26.6973766847,99.0870535135,27.6402974133,99.3912698489,27.4414330525,100.377442855,26.6104785711,100.559253106
148,24.5030173096,65.1619183905,25.8449065706,65.1540090426,25.0212524527,66.0825559669,24.7262647175,66.4867425614
149,133.671445,9.9607652204,134.174250121,9.0333604672,134.583824291,10.5654135257,133.251298775,10.6745973802
150,42.2282526009,82.4954871276,43.1841456047,82.4144125207,43.1274707591,83.2054270074,42.6556555256,83.4899111923
151,81.0732892751,7.46705953156,82.4487598691,7.26085096578,82.0153836438,8.18189358533,81.6268827507,8.57353316451
152,102.607503072,127.005414952,103.457410557,127.633068723,103.71651088,128.635736655,102.485028232,128.003653404
153,24.8927277264,81.4319453288,25.4848970396,81.4571684362,25.8728053419,82.1930786494,24.0722693235,82.4301437462
154,75.1878603557,19.1360904264,76.0164812916,19.2147457156,76.1217802712,20.7190925664,75.0313691627,20.4363371151
155,38.6950715498,115.671440595,39.7208801085,115.479712135,39.9290663351,116.358526252,38.0956185595,116.469412763
156,134.36842102,54.811087033,135.33005288,54.1608439368,135.280818876,55.4162535781,134.220466789,55.1974855805
157,98.5725223559,73.9119661295,99.1653918383,73.2606845452,99.8635712429,74.9193364777,98.4076303876,74.4459814054
158,33.0031919774,88.5202003616,34.054447384,88.6800097296,34.6949750591,89.914747891,33.4976370236,89.9037993246
159,116.682045909,38.8022319851,117.187062596,38.1520702021,117.138379226,39.378673906,116.867959874,39.0969548063
160,77.0326737141,2.51239862649,78.259800541,2.88823277197,78.2817140467,3.95487245882,77.5557963912,3.85835793064
161,100.579672886,77.2963859496,101.599784404,77.0438472504,101.137652136,78.9388730543,100.052650635,78.848051288
162,82.3806262181,132.354388021,83.008878305,132.935229039,83.5356674113,133.570593685,82.1858555901,133.170023817
163,60.9897067356,54.6521976543,61.0942498396,54.8162518373,61.5156546054,55.1329723504,60.4788327101,55.767477087
164,0.411850083435,54.6945408345,1.31005420572,54.6482158555,1.17087304563,55.0836942352,0.0629646956059,55.0656464278
165,119.017251241,36.3349987329,120.089831674,36.7061116893,120.515105734,37.6324282766,119.126534068,37.669472551
166,24.893052549,124.483895203,25.5228484021,124.855581949,25.7645418304,125.744280653,24.7429002231,125.069452788
167,129.131261314,125.689703717,130.191276831,125.737422481,130.207013755,126.529537664,129.608872513,126.416009449
168,75.2273783774,144.558970236,76.8280794801,144.040174183,76.8758440966,145.567634054,75.3240792845,145.403819297
169,102.013835245,1.58999138388,103.170735211,1.7476669061,103.531688196,2.72131081387,102.601936158,2.1227002884
170,68.4472438073,134.0673107,69.5709653321,134.425636857,69.618307204,135.133256585,68.2990513777,135.237788688
171,6.17677019323,3.90870091648,7.41690361461,3.35787372794,7.2822026197,4.20214341891,6.7263944221,4.93041638665
172,135.09916196,124.058288017,136.226428847,124.195282227,136.238170844,125.792436158,135.396893254,125.023674435
173,84.8563313542,131.790135164,85.8311155279,131.16341095,85.2153490098,132.337066962,84.1111246033,132.828153223
174,120.460116256,67.0402007561,121.986613157,67.8129603861,121.011664532,68.1501326732,120.660391649,68.0018067861
175,107.069794336,94.2071038055,108.470143616,94.2141801413,108.552708234,95.4524954802,107.43385106,95.5137035904
176,2.24618462006,29.3950452033,3.36156116551,29.6666321317,3.77235279923,30.8490800095,2.58700732129,30.8279060753
177,67.5989350901,109.575526265,68.0303240109,109.58043983,68.1414311815,110.450274213,67.2458789211,110.639081062
178,52.7221877829,82.9998726143,53.4894328772,82.537051003,53.614471778,83.4783175755,52.0111974616,83.0139525301
179,6.84490426715,112.338538266,7.74243210977,112.622803898,7.79086343546,113.563054938,6.29762950225,113.495487784
180,128.297561919,96.5650259766,129.145372656,96.7986730069,129.597659987,97.0117046366,128.727481086,97.815438945
181,47.7513745755,55.457368336,48.4115562412,55.6790148773,48.0019297517,56.835870103,47.0351057006,56.7926373069
182,68.0627515233,127.782535392,69.661152765,127.341397018,69.0397705404,128.96692292,68.8769984986,128.741300964
183,133.525452045,42.7659968604,134.713452008,42.2355180867,134.192002618,43.2960577687,133.963298198,43.4116298792
184,17.4372398421,11.6636071354,18.2682064555,11.9553844159,18.9624870665,12.4980512127,17.3944879055,12.5671507517
185,57.0708291469,13.6584246824,58.433539798,13.3339116969,58.1094762881,14.2505314506,57.4644928645,14.0472371542
186,90.5488168541,132.701258886,91.2850797002,132.931924586,91.1959048473,133.168491884,90.1714497558,133.132287002
187,69.5288149476,12.1393074311,70.6571574461,12.6358129559,70.1860416357,13.3675232482,69.0644297248,13.0852891736
188,91.8475744962,33.5944812398,92.363097121,33.7677557091,92.5983576693,34.582633141,91.7004849741,34.321137067
189,107.653327499,123.949546679,108.763311957,123.558231675,108.331992272,124.620064415,107.975573188,124.036577372
190,130.101593299,14.1033523691,131.399539835,14.0730077025,131.677609177,15.4160657284,130.896340946,15.2557100095
191,65.3813689538,5.2421780692,66.5481363954,5.54576527262,66.5917544506,6.68672062885,65.6926762053,6.23081386455
192,14.2792487745,133.752838486,15.7335361452,133.440832911,15.7020022216,134.176159026,14.7048161736,134.270433968
193,144.500985607,18.8378710488,145.909600389,18.0943420641,145.824566117,19.33326792,144.420786907,19.0925759763
194,63.1623337263,140.874860957,64.078963823,140.880098991,64.4777401964,141.012214139,63.7915419806,141.440039304
195,104.222863341,0.624623928317,105.178767265,0.207910214505,105.571101017,1.27088516855,104.585947393,1.24770600303
196,126.496220047,84.4663223243,127.858673184,84.3777125095,127.911224428,85.9692558712,126.593734121,85.2003662153
197,96.4562099185,100.522102989,97.105555517,100.089298289,97.0514454958,101.912738435,96.9416275287,101.027801839
198,40.0417545694,2.08768934236,41.715826267,2.1808530962,41.4114853437,3.41323252314,40.2398067192,3.81872298081
199,116.61771461,64.3684965275,117.859899345,64.418153437,117.112229455,65.7558887801,116.053427125,65.7806990918
200,74.9586512713,67.7221454661,75.8393561676,67.3573960948,75.5903848662,68.6981347908,74.5623061662,68.1178676085
201,32.7013314438,35.0710470223,33.7571666871,35.4966220687,33.3026202852,36.7120347745,32.9623128284,36.1264260065
202,22.9785096424,19.9715925163,23.9088862397,19.0226417243,23.7198162331,20.0577158841,22.754003763,20.2633727314
203,147.518105891,19.6349651178,148.229019683,19.0489806586,148.855575068,20.6581937357,147.236874945,20.7151950959
204,36.3702613223,20.0691986635,37.5289273412,20.2123443426,37.4509183143,21.2975107008,36.8689643723,21.6967563603
205,0.955009819993,37.2313838117,1.82976701059,37.0852736068,1.18168924794,38.7078599871,0.589663357736,38.1021863274
206,14.468375239,93.3424850729,15.7741656304,93.4020372849,15.6753406116,94.0971602965,14.2446447118,94.222667122
207,92.4184927221,93.250504344,93.5199712156,93.6779406445,93.4612246793,94.8286752197,92.5655502248,94.4304775003
208,66.1260636668,95.4860755453,67.4350912001,95.0154707745,67.8612738932,96.9760532253,66.2837237888,96.1693847274
209,54.6624636437,91.7676769826,55.630481075,91.195023498,55.4663260989,92.0697369576,54.2097773121,92.74684932
210,82.9971265144,5.87634750322,83.5888149168,5.1917620783,83.4464044719,6.91189150996,82.8718822634,6.71749282365
211,105.858473132,47.4247787629,106.68527767,47.4841260748,106.061527729,48.6681535512,105.846048363,48.0061417978
212,3.91676348405,134.605616312,4.21780306098,134.015554664,4.98237959507,135.583367613,3.36916941253,135.577307092
213,46.5769240421,120.872290315,47.7833530466,120.292933721,47.8681451818,121.607010627,46.1811830685,121.454878192
214,44.5186247925,141.767360942,45.0764098938,141.749575478,45.6458097104,142.088607964,44.4125799388,142.052265203
215,7.23552211953,80.6948528667,8.72590508375,80.4868927648,8.17746818097,81.8549874892,7.57723977727,81.1022110566
216,44.5330144066,119.384350098,45.067918189,119.49018574,45.1671156371,120.682203789,44.7341850531,120.776317937
217,75.4288902209,148.115993733,76.7494866321,148.264451786,76.5249754737,149.315485052,75.0421023941,149.873747793
218,44.0159036103,98.9510224985,45.6579372771,98.4875439663,45.7863197286,99.0357625509,44.2179482484,99.8160066898
219,58.3809206249,36.5505637853,59.9437601478,36.5927373425,59.7959113665,37.2651765819,58.5221294696,37.2202450724
220,79.4759682744,37.7917684821,80.4252445727,37.8164715872,80.1479809117,38.1207850998,79.2938198135,38.9907159648
221,75.6950746442,7.25373391174,76.3527371583,7.1150236183,76.7348384501,8.90238278746,75.3818993875,8.25273441285
222,116.674187909,3.4165108541,117.772313819,3.94231215702,117.266099571,4.08446375895,116.613538053,4.43449134211
223,34.9929356196,11.9076387885,35.1563613645,11.2182318869,35.6202446952,12.2859617641,34.8283569863,12.1412839709
224,90.3013292159,122.479223571,91.5747001182,122.45506028,91.3624227401,123.02775872,90.9603602141,123.821534091
225,130.989827397,104.883069408,131.901277055,104.207556633,131.175502985,105.157264699,130.462031866,105.465887077
226,137.287221119,7.64816871386,138.665742606,7.57886133368,138.459547187,8.988739196,137.79093502,8.4057236367
227,60.1978734636,109.063318814,61.8430932876,109.575300442,61.6822219179,110.980551824,60.3158903871,110.225561306
228,89.8365368675,134.102498992,90.1874478518,134.206045472,90.3335558748,135.21600521,89.2066157371,135.080196485
229,105.506557009,31.1294636993,106.916888785,31.313658247,106.962368988,32.3755580715,105.989858853,32.9439949507
230,71.6367242761,148.476504609,72.2150787665,148.687327652,72.1458995199,149.086907873,71.4199679979,149.446014426
231,111.570870392,82.0863855677,112.248821204,82.6873600846,112.462810856,83.9211931222,111.342064426,83.0486469737
232,136.98902525,64.5409772196,137.092856606,64.2989785763,137.815878486,65.7487905067,136.194569214,65.9403414499
233,57.1754288089,64.0061688554,58.572657431,64.537269972,58.1718051553,65.3755560375,57.8501917145,65.8254692622
234,44.7413028755,96.2686552905,45.7800672314,96.7372933521,45.1800446595,97.5277615761,44.6510838094,97.9817696822
235,18.6018215164,114.114116924,19.5750168203,114.041779876,19.2832628654,115.866953424,18.0000864048,115.201406928
236,29.7729544124,103.186082275,30.9852760382,103.296652399,30.5301168388,104.736339836,29.5727960732,104.391725606
237,133.821230551,132.801460704,134.37709014,132.425998708,134.363358859,133.957175122,133.447763107,133.653245295
238,75.2983022682,33.7201942857,76.2905365769,33.2536960447,76.8470132817,34.5809860697,75.907340531,34.7550621005
239,140.788864944,95.0866313794,141.537344286,95.7394241057,141.889637315,96.9192059176,140.461066832,96.4763539766
240,111.678227765,66.6340394765,112.936968167,66.4156299182,112.578416051,67.7190012705,111.952030379,67.049457289
241,89.6969414397,23.0123069376,90.3985283247,23.6687165057,90.7884773907,24.8488606179,89.2908690934,24.1931470661
242,145.829602187,65.7733759432,146.805658926,65.4527912455,146.191283865,66.5046282122,145.282533844,66.55718804
243,34.8283569863,12.1412839709,35.6202446952,12.2859617641,35.076656816,13.8552394075,34.8852368613,13.6783473919
244,60.2893789641,74.3277185661,61.5906032361,74.2459610132,61.990765518,75.2120932945,60.3715771577,75.3176219071
245,29.6628764707,136.31714778,30.9389370644,136.813350475,30.5771059605,137.353504859,29.3056135318,137.903837365
246,97.7719621237,98.0456972096,98.7358704678,98.7669285121,98.6194239491,99.4330860225,97.0125939742,99.0831701267
247,43.8814320038,111.637197058,44.7263761963,111.931034871,44.3483905069,112.639783273,43.164387237,112.480074993
248,62.6201442169,141.597111833,63.7915419806,141.440039304,63.9071240493,142.697474483,62.4178582208,142.242117034
249,120.451206542,110.63759336,121.570395696,110.620864752,121.231556992,111.769403415,120.906897843,111.123630614
250,58.433539798,13.3339116969,59.9063479896,13.1281141956,59.9455016373,14.9585719989,58.1094762881,14.2505314506
251,104.833207109,67.1259560572,105.949482248,67.1429016069,105.650136615,68.4319257508,104.205799512,68.5999522269
252,103.884218174,58.577704272,104.23704086,58.2706159414,104.601674696,59.279728068,103.016830035,59.2023927673
253,20.3950080302,22.2677230932,21.4063439569,22.5679838976,21.7382564048,23.1238489917,20.4050020017,23.1607730329
254,52.8950354714,105.538530794,53.2276488076,105.471610147,53.2380524178,106.245464715,52.7492409653,106.690025066
